Id,SalePrice
1461,120695.4622107584
1462,166691.658616779
1463,173617.27034512104
1464,199483.51775791767
1465,198440.03769531567
1466,173529.7394117525
1467,173544.0720846366
1468,166829.59643254103
1469,187861.42680621071
1470,111972.5473716767
1471,195029.77664035768
1472,102373.08812802375
1473,100023.99960446428
1474,153286.39374245272
1475,132794.62973924362
1476,407692.33960440994
1477,242922.012937697
1478,334685.3092609434
1479,315836.90485041164
1480,442823.7384371908
1481,300331.28653416433
1482,224230.4873261946
1483,198408.18616742876
1484,176440.98061065073
1485,167375.5782309395
1486,202214.0732228137
1487,353224.6420383061
1488,252089.84120118638
1489,180336.15796493238
1490,205177.94507793957
1491,207396.66750868974
1492,93232.68580215177
1493,160039.82222620692
1494,303802.0298838799
1495,275843.1584472544
1496,218215.98897900287
1497,180940.2827126431
1498,157036.34660529342
1499,152517.89655272383
1500,151389.59956046435
1501,201188.26160503458
1502,144575.9947049404
1503,265799.9201968841
1504,220882.96081109077
1505,207712.56768097595
1506,184816.28510731994
1507,228312.63273849574
1508,195411.45071170095
1509,165457.45197301617
1510,137384.42753425808
1511,136613.4090840892
1512,175593.20184775753
1513,135563.8117838878
1514,132194.85694215173
1515,203580.04544018442
1516,165115.12828356613
1517,164016.43967898862
1518,140421.23939999877
1519,225245.76280782817
1520,118711.96715928044
1521,126991.30061136241
1522,171903.9225217804
1523,114617.13325098019
1524,124429.50264974426
1525,121270.01876450512
1526,109032.71503901883
1527,102965.45198718063
1528,141743.11523758725
1529,140500.34190128912
1530,171646.32429693406
1531,77240.52161846882
1532,93861.52295293195
1533,159417.2446453676
1534,125720.469564938
1535,162852.61366168578
1536,111668.07613695059
1537,55125.568439397066
1538,150123.79041010904
1539,178339.20865103864
1540,77098.50433319938
1541,147419.68736746712
1542,142300.70397494562
1543,183589.33259102685
1544,93056.77195405008
1545,99040.1430743433
1546,126388.53800303883
1547,125596.01859631356
1548,137750.12322012617
1549,114244.87669022052
1550,117994.06399794132
1551,101568.42812078154
1552,139382.87576509692
1553,150524.30575106465
1554,122414.2813301881
1555,155455.1410185128
1556,93853.89167834815
1557,114340.72073658629
1558,102334.29260727509
1559,58796.29035925759
1560,120411.56527452028
1561,134784.73854744362
1562,127379.6795701016
1563,113957.53616903374
1564,142323.35246383093
1565,150825.38904820522
1566,228739.03176380318
1567,78606.88393313045
1568,216461.77042921534
1569,115551.63384393978
1570,132782.44931390777
1571,134808.12466440813
1572,138038.57103452322
1573,215528.7659357588
1574,125913.28556654399
1575,204825.7061777961
1576,231834.3379086317
1577,189892.23664496857
1578,137282.89190420517
1579,142726.86204490418
1580,190692.6448542066
1581,154409.87287140114
1582,125900.4485143328
1583,288895.9478101775
1584,227650.74419139276
1585,148329.38348472552
1586,74730.12286297204
1587,94229.19028931044
1588,140082.81775494304
1589,105038.07587445393
1590,141058.1240027434
1591,100573.1371245013
1592,100215.01208954837
1593,113086.79866763962
1594,139772.22800662398
1595,96757.93434456341
1596,209801.5442101879
1597,195107.179951774
1598,205963.9537675026
1599,178533.80549323934
1600,185250.78645746066
1601,70206.96550890857
1602,96298.78238400437
1603,71358.605326059
1604,253657.81131017656
1605,240191.9038284911
1606,191286.52208923124
1607,182010.97247668737
1608,212182.6736080066
1609,180276.78551855625
1610,158558.9287849567
1611,143192.08851679266
1612,169765.87216822797
1613,167620.63075122048
1614,122243.64318025355
1615,102075.99233268174
1616,94768.65734232891
1617,99725.3684619826
1618,125592.35903813534
1619,156107.66956199406
1620,143717.31566370683
1621,147563.7401303364
1622,136891.9754436403
1623,247200.25384022258
1624,205214.8196865295
1625,118342.46379478661
1626,165314.18446283753
1627,181548.62726111166
1628,276962.6349632591
1629,167923.88813889647
1630,338816.77508048166
1631,198845.76309898234
1632,239662.59783682763
1633,148375.91304507383
1634,174516.31037162713
1635,173939.62056841163
1636,165166.26543068024
1637,191638.56857633337
1638,200469.97066850096
1639,190716.63079879852
1640,271440.10527715454
1641,178547.72769578514
1642,221725.24884063975
1643,226761.2525541755
1644,221595.50893368822
1645,179342.2248825693
1646,161223.39324981446
1647,166030.11564980296
1648,134076.88203994196
1649,140406.50802402906
1650,105880.02104079277
1651,127245.74563624171
1652,102334.4376366306
1653,105900.03816159544
1654,132877.32397840396
1655,139113.82990806957
1656,132076.34853120195
1657,133860.42338094264
1658,129236.29243679666
1659,130647.6026307634
1660,145242.001413548
1661,441657.16100672836
1662,433551.3795970343
1663,375536.4153674813
1664,501110.7726581539
1665,325345.6901901672
1666,311476.289156727
1667,387188.1950268494
1668,321679.3553752764
1669,278100.7308820167
1670,340292.25618843996
1671,253873.14763038515
1672,432201.5683256397
1673,289662.1410080209
1674,262550.3911921843
1675,187251.90082438377
1676,177807.03560257843
1677,210424.69933442384
1678,485056.16949443036
1679,363986.6569240297
1680,359994.9019786756
1681,268811.0360385412
1682,300440.62439612177
1683,196005.18786536003
1684,183245.38112685017
1685,174364.1808045853
1686,180065.2814465937
1687,159880.31540226564
1688,201820.6017869493
1689,195071.7652749116
1690,183850.4686824833
1691,170607.9040493719
1692,254946.38668175656
1693,160219.84443812323
1694,174516.61090633232
1695,163752.1268448007
1696,274247.1474085413
1697,170963.00851165882
1698,312995.3688756877
1699,301308.222609408
1700,232662.87721598512
1701,264639.7981575488
1702,269218.94326019974
1703,265399.94550857786
1704,267579.9392409368
1705,237365.20827917368
1706,419626.8641504762
1707,228246.4645679002
1708,204817.77149568207
1709,265499.56055388425
1710,223094.97485960237
1711,246374.85556927192
1712,259721.72687862656
1713,251153.32836018872
1714,215874.1964791929
1715,193503.96243959616
1716,198812.4931556279
1717,175586.2708091915
1718,140869.73947796607
1719,207983.4604929559
1720,246820.04541985903
1721,179801.8385916664
1722,136804.53198026167
1723,161997.89613679057
1724,215415.5130993902
1725,230299.54481733261
1726,191119.6047101363
1727,171397.49458690392
1728,180095.1846974962
1729,173798.3991387589
1730,163536.12313222428
1731,123211.34661646101
1732,125552.76359035113
1733,107927.65251451175
1734,108094.26506538663
1735,128963.95890154058
1736,117426.41539715306
1737,334817.8176385393
1738,232704.61763206328
1739,237230.0502884761
1740,205522.70986937245
1741,175045.75313119806
1742,170003.39892800164
1743,168079.39307879697
1744,301940.17540122935
1745,242997.83783187368
1746,195316.409804516
1747,221076.3551546332
1748,240242.55353907566
1749,144532.82215843553
1750,121941.06531913027
1751,246799.2238551067
1752,116507.56065492408
1753,152919.49087281778
1754,178380.7406133479
1755,167202.97540284277
1756,121945.02164090176
1757,122169.16408764869
1758,136719.34978097738
1759,168010.45192369592
1760,158411.0843231685
1761,125789.56104342807
1762,176281.77032202375
1763,185051.7927762628
1764,112911.14531870361
1765,181171.0498906169
1766,170249.69291559208
1767,213402.7998874698
1768,138982.14583893662
1769,174292.4300973806
1770,152732.80097202375
1771,110572.33476060418
1772,135873.41475426854
1773,105300.236231085
1774,159923.8072062524
1775,137225.1583434026
1776,118024.90878668947
1777,102476.52733219037
1778,135074.96551615262
1779,95960.01561024234
1780,169847.3322631422
1781,131441.6739679274
1782,91481.73583019298
1783,151249.16492107924
1784,88304.69204150865
1785,131259.1277690511
1786,155181.85992021783
1787,159439.08964641436
1788,59607.25289473694
1789,114938.68576948353
1790,66269.15440713511
1791,199136.71480885777
1792,166566.28666483087
1793,123870.26392043203
1794,150057.4064927275
1795,138100.26589176993
1796,108955.42766880467
1797,113279.42333297626
1798,123290.60023217979
1799,107340.0961412993
1800,111461.43325346615
1801,135103.94158175777
1802,137574.78680484204
1803,158351.4827430882
1804,151276.92965687937
1805,134773.77569515354
1806,145402.48036143635
1807,143363.84488456833
1808,130741.73873073357
1809,121842.91779218645
1810,130934.31091510295
1811,108894.47014418176
1812,103963.38280137238
1813,129827.34034743348
1814,94086.29879996758
1815,56335.91514770892
1816,95315.59615647495
1817,95865.29819046993
1818,169017.14316100674
1819,127483.17693525899
1820,61290.29849903298
1821,120107.83612668962
1822,164333.92041895937
1823,42358.144797251545
1824,131103.33889670405
1825,128339.45724436337
1826,95236.40736568236
1827,91131.94309714384
1828,129630.42536578645
1829,110027.09525917856
1830,146435.68128974037
1831,165195.04338372542
1832,74397.84467603835
1833,126786.2946056015
1834,125191.26231975683
1835,112414.0398224068
1836,137898.34041438368
1837,80338.37734510565
1838,134742.64169349967
1839,100307.30029023098
1840,125532.57907738556
1841,136753.46908471227
1842,83358.50961818962
1843,114155.60351281404
1844,126818.758278749
1845,143203.66587899622
1846,157778.437608535
1847,172253.27092279884
1848,47706.01154735509
1849,116106.37137656994
1850,117950.00887547886
1851,160616.2481482123
1852,123589.60203645546
1853,127249.29270208633
1854,181645.5444560845
1855,159350.2839659851
1856,215641.805153062
1857,141529.24187247382
1858,149200.1001986903
1859,119404.36217175992
1860,141001.74564242968
1861,118524.09230617822
1862,284676.8262228481
1863,279543.65766906505
1864,279593.6671729791
1865,322533.242795735
1866,322658.17353349424
1867,229910.88151569615
1868,304598.81629978254
1869,189656.4295269283
1870,216352.53222127064
1871,251281.83579336546
1872,172113.53543834513
1873,237260.1023241695
1874,147869.82725047556
1875,199792.7559050178
1876,191325.03329988557
1877,209843.40088405268
